id	gene_name	Topological domain	Transmembrane	Intramembrane	has_signal	has_transmem	has_intramem	has_topo_dom	mitocarta	mitocarta_evidence	mitocarta_subloc
A7TZE6	Skint1	Extracellular; Cytoplasmic	Helical		True	True		True
A8E0Y8	Cd101	Extracellular; Cytoplasmic	Helical		True	True		True
B0F2B4	Nlgn4l	Extracellular; Cytoplasmic	Helical		True	True		True
B0V2N1	Ptprs	Extracellular; Cytoplasmic	Helical		True	True		True
B1AS29	Grik3	Extracellular; Cytoplasmic	Helical		True	True		True
B1AUE5	Pex10	Peroxisomal matrix; Cytoplasmic	Helical			True		True
B1AUH1	Ptpru	Extracellular; Cytoplasmic	Helical		True	True		True
B1AWN4	Atp10b	Cytoplasmic; Extracellular	Helical			True		True
B1AWN6	Scn2a		Helical	Pore-forming		True	True
B1AXV0	Frrs1l		Helical		True	True
B1AYL1	Scn7a	Cytoplasmic; Extracellular	Helical	Pore-forming		True	True	True
B2RPY5	Gpr161	Extracellular; Cytoplasmic	Helical			True		True
B2RQR8	Ece2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
B2RU80	Ptprb	Extracellular; Cytoplasmic	Helical		True	True		True
B2RVY9	Tmem182	Extracellular; Cytoplasmic	Helical		True	True		True
B2RX12	Abcc3	Extracellular; Cytoplasmic	Helical			True		True
B2RXA7	Cyp26c1		Helical			True
B2RXE2	Slc9a5	Cytoplasmic; Extracellular	Helical			True		True
B2RXS4	Plxnb2	Extracellular; Cytoplasmic	Helical		True	True		True
B2RXV4	Flvcr1	Cytoplasmic; Extracellular	Helical			True		True
B2RXZ1	Pnldc1		Helical			True
B5TVM2	Ildr2	Lumenal; Cytoplasmic	Helical		True	True		True
B5X0E4	Abcb5		Helical			True
B6A8R8	Tarm1	Extracellular; Cytoplasmic	Helical		True	True		True
B8JK39	Itga9	Extracellular; Cytoplasmic	Helical		True	True		True
B9EJ57	Mterf1b								True	literature, APEX_matrix, targetP signal, mito protein domain+	Matrix
B9EJ80	Pdzd8		Helical			True
B9EJ86	Osbpl8		Helical			True
B9EJV3	Greb1l		Helical			True
B9EKR1	Ptprz1	Extracellular; Cytoplasmic	Helical		True	True		True
C6KI89	Catsperg2	Extracellular; Cytoplasmic	Helical		True	True		True
D0G895	Ace3	Extracellular; Cytoplasmic	Helical		True	True		True
D3YXG0	Hmcn1				True
D3YYI7	Rnf217		Helical			True
D3YZZ2	Tgfbr3l		Helical		True	True
D3Z1Q2	Mrap2		Helical			True
D3Z291	Calhm1	Cytoplasmic; Extracellular	Helical			True		True
D3Z2R5	Selenon				True
D3Z5L6	Slc18b1	Cytoplasmic; Extracellular	Helical			True		True
D3Z649	Kcnt2	Cytoplasmic; Extracellular	Helical	Pore-forming		True	True	True
D3Z6P0	Pdia2				True
D3Z752	Spx				True
D3Z7H4	Gsg1l	Cytoplasmic; Extracellular	Helical			True		True
D3Z7P3	Gls								True	literature, APEX_matrix, targetP signal+, mito protein domain+, MS/MS++	MIM
D6MZJ6	Smpd5		Helical			True
D7PDD4	Mpig6b		Helical		True	True
E0CYC6	Nat8b-ps	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
E0CZ42	Fer1l6	Cytoplasmic; Extracellular	Helical; Anchor for type IV membrane protein			True		True
E1AZ71	Cngb1	Cytoplasmic; Extracellular	Helical			True		True
E2JF22	Piezo1	Cytoplasmic; Extracellular	Helical			True		True
E9PUL5	Prrt2	Cytoplasmic; Extracellular	Helical	Helical		True	True	True
E9PUN2	Nrxn2	Extracellular; Cytoplasmic	Helical		True	True		True
E9PV24	Fga				True
E9PVD3	Dchs1	Extracellular; Cytoplasmic	Helical		True	True		True
E9PX95	Abca17		Helical			True
E9PXX9	Slc28a1	Cytoplasmic; Extracellular	Helical			True		True
E9PY61	Gpr179		Helical		True	True
E9PZ19	Igsf9b	Extracellular; Cytoplasmic	Helical		True	True		True
E9PZ36	Pkhd1	Extracellular; Cytoplasmic	Helical		True	True		True
E9PZQ0	Ryr1	Cytoplasmic; Lumenal	Helical	Pore-forming		True	True	True
E9Q0N2	Ptprh	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q236	Abcc4	Cytoplasmic; Extracellular	Helical			True		True
E9Q3M5	Slc4a5	Cytoplasmic; Extracellular	Helical			True		True
E9Q401	Ryr2	Cytoplasmic	Helical	Pore-forming		True	True	True
E9Q414	Apob				True
E9Q4J9	Adgrf2	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q4Z2	Acacb								True	yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression+	MOM
E9Q5K4	Cyp2c23				True
E9Q612	Ptpro	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q6D8	C6		Beta stranded		True	True
E9Q7X6	Heg1	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q7X7	Nrxn2	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q816	Cyp2w1				True
E9Q876	Abca12		Helical			True
E9Q8Q8	Spaca6	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q9F6	Catsperd	Extracellular; Cytoplasmic	Helical		True	True		True
E9Q9H8	Tm4sf19	Cytoplasmic; Extracellular	Helical			True		True
E9Q9K5	Trdn	Cytoplasmic; Lumenal	Helical			True		True
E9Q9W4	Slc27a6		Helical			True
E9QA28	Ceacam16				True
F2YMG0	Prss56				True
F6VAN0	Atf6	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
F7BWT7	Tspan15	Cytoplasmic; Extracellular	Helical			True		True
F8VQ03	Adam3		Helical		True	True
F8VQN3	Gpr31	Extracellular; Cytoplasmic	Helical			True		True
G3X939	Slc9a3	Extracellular; Cytoplasmic	Helical		True	True		True
G3X943	Slc39a2	Extracellular; Cytoplasmic	Helical			True		True
G3XA59	Lrrc32	Extracellular; Cytoplasmic	Helical		True	True		True
G5E829	Atp2b1	Cytoplasmic; Extracellular	Helical			True		True
G5E845	Kcnk16	Cytoplasmic	Helical	Pore-forming		True	True	True
G5E8Q8	Adgrf5	Extracellular; Cytoplasmic	Helical		True	True		True
J3KML8	Gfy	Extracellular; Cytoplasmic	Helical		True	True		True
J3QMI4	Calhm3	Cytoplasmic; Extracellular	Helical			True		True
J3S6Y1	Tspear				True
J9SQF3	Trpm3	Cytoplasmic; Extracellular	Helical	Pore-forming		True	True	True
O08523	Tecta				True
O08524	Tectb				True
O08530	S1pr1	Extracellular; Cytoplasmic	Helical			True		True
O08532	Cacna2d1	Extracellular; Cytoplasmic	Helical		True	True		True
O08538	Angpt1				True
O08543	Efna5				True
O08545	Efna3				True
O08547	Sec22b	Cytoplasmic	Helical; Anchor for type IV membrane protein			True		True
O08579	Emd		Helical			True
O08581	Kcnk1	Cytoplasmic; Extracellular	Helical	Helical		True	True	True
O08600	Endog								True	literature, APEX_IMS, yeast mito homolog, mito protein domain, coexpression++, MS/MS	IMS
O08601	Mttp				True
O08602	Raet1a				True
O08603	Raet1b				True
O08604	Raet1c				True
O08644	Ephb6	Extracellular; Cytoplasmic	Helical		True	True		True
O08650	Has3	Cytoplasmic; Extracellular	Helical			True		True
O08665	Sema3a				True
O08675	F2rl2	Extracellular; Cytoplasmic	Helical		True	True		True
O08677	Kng1				True
O08689	Mstn				True
O08691	Arg2								True	literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS	Matrix
O08692	Ngp				True
O08705	Slc10a1	Extracellular; Cytoplasmic	Helical; Discontinuously helical			True		True
O08707	Ackr2	Extracellular; Cytoplasmic	Helical			True		True
O08709	Prdx6								True	yeast mito homolog+, Rickettsial homolog, mito protein domain	unknown
O08710	Tg				True
O08712	Tnfrsf11b				True
O08715	Akap1								True	literature, mito protein domain, induction, coexpression++, MS/MS+	MOM
O08717	Inhbe				True
O08734	Bak1		Helical			True			True	literature, mito protein domain, MS/MS++	MOM
O08746	Matn2				True
O08747	Unc5c	Extracellular; Cytoplasmic	Helical		True	True		True
O08749	Dld								True	literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix
O08760	Ogg1								True	literature, targetP signal+, yeast mito homolog, mito protein domain	Matrix
O08762	Prss12				True
O08786	Cckar	Extracellular; Cytoplasmic	Helical			True		True
O08790	Fpr-s1	Extracellular; Cytoplasmic	Helical			True		True
O08795	Prkcsh				True
O08807	Prdx4				True				True	APEX_IMS, Rickettsial homolog, mito protein domain	IMS
O08832	Galnt4	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O08842	Gfra2				True
O08852	Pkd1	Extracellular; Cytoplasmic	Helical		True	True		True
O08858	Sstr5	Extracellular; Cytoplasmic	Helical			True		True
O08859	Tnfaip6				True
O08912	Galnt1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O08914	Faah	Cytoplasmic	Helical			True	True	True
O08966	Slc22a1	Cytoplasmic; Extracellular	Helical			True		True
O09005	Degs1		Helical			True
O09008	Mfng	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O09009	Rfng	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O09010	Lfng	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O09037	Reg3a				True
O09043	Napsa				True
O09046	Il4i1				True
O09047	C3ar1	Extracellular; Cytoplasmic	Helical			True		True
O09049	Reg3g				True
O09051	Guca2b				True
O09107	Insl3				True
O09114	Ptgds				True
O09118	Ntn1				True
O09126	Sema4d	Extracellular; Cytoplasmic	Helical		True	True		True
O09127	Epha8	Extracellular; Cytoplasmic	Helical		True	True		True
O09159	Man2b1				True
O09160	Fut1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O09161	Casq2				True
O09164	Sod3				True
O09165	Casq1				True
O09174	Amacr								True	literature, mito protein domain, coexpression, MS/MS	Matrix
O09198	Mal	Cytoplasmic; Extracellular	Helical			True		True
O35054	Cldn4	Cytoplasmic; Extracellular	Helical			True		True
O35074	Ptgis		Helical			True
O35082	Kl	Extracellular; Cytoplasmic	Helical		True	True		True
O35083	Agpat1	Lumenal; Cytoplasmic	Helical		True	True		True
O35084	Cyp27b1								True	literature, targetP signal, mito protein domain	MIM
O35089	Cnih2	Cytoplasmic; Lumenal	Helical			True		True
O35111	Kcnk3	Cytoplasmic	Helical	Pore-forming		True	True	True
O35114	Scarb2	Cytoplasmic; Lumenal	Helical			True		True
O35118	Gfra3				True
O35129	Phb2								True	literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++	MIM
O35136	Ncam2	Extracellular; Cytoplasmic	Helical		True	True		True
O35143	Atp5if1								True	literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++	Matrix
O35149	Slc30a4	Cytoplasmic; Lumenal	Helical			True		True
O35161	Celsr1	Extracellular; Cytoplasmic	Helical		True	True		True
O35166	Gosr2	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
O35173	Kcns1	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Helical		True	True	True
O35174	Kcns2	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Helical		True	True	True
O35181	Nrg3	Extracellular; Cytoplasmic	Helical; Note=Internal signal sequence			True		True
O35188	Cx3cl1	Extracellular; Cytoplasmic	Helical		True	True		True
O35205	Gzmk				True
O35206	Col15a1				True
O35219	Kcnh2	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		True	True	True
O35227	Adam7	Extracellular; Cytoplasmic	Helical		True	True		True
O35235	Tnfsf11	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O35245	Pkd2	Cytoplasmic; Extracellular	Helical	Pore-forming		True	True	True
O35291	Rnase2				True
O35298	Aoah				True
O35304	Slc18a3	Cytoplasmic; Lumenal, vesicle	Helical			True		True
O35305	Tnfrsf11a	Extracellular; Cytoplasmic	Helical		True	True		True
O35310	Hs3st1				True
O35316	Slc6a6	Cytoplasmic; Extracellular	Helical			True		True
O35375	Nrp2	Extracellular; Cytoplasmic	Helical		True	True		True
O35379	Abcc1	Extracellular; Cytoplasmic	Helical			True		True
O35386	Phyh								True	targetP signal, induction, MS/MS++	Matrix
O35393	Efnb3	Extracellular; Cytoplasmic	Helical		True	True		True
O35405	Pld3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O35409	Folh1	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O35417	Pdyn				True
O35423	Agxt								True	literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS	Matrix
O35425	Bok		Helical			True			True	manual, mito protein domain	MOM
O35426	Xbp1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O35435	Dhodh	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True	True	literature, mito protein domain, MS/MS++	MIM
O35445	Rnf5		Helical			True
O35449	Prrt1	Cytoplasmic; Extracellular	Helical	Helical		True	True	True
O35451	Atf6b	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O35453	Hpn	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O35454	Clcn6	Cytoplasmic	Helical	Helical; Note=Loop between two helices		True	True	True
O35457	Ccrl2	Extracellular; Cytoplasmic	Helical			True		True
O35464	Sema6a	Extracellular; Cytoplasmic	Helical		True	True		True
O35465	Fkbp8		Helical			True			True	literature, yeast mito homolog, mito protein domain, coexpression, MS/MS	MOM
O35468	Wnt9b				True
O35469	Hsd3b6		Helical			True
O35488	Slc27a2	Lumenal; Cytoplasmic	Helical			True		True
O35516	Notch2	Extracellular; Cytoplasmic	Helical		True	True		True
O35526	Stx1a	Cytoplasmic; Extracellular	Helical; Anchor for type IV membrane protein			True		True
O35544	Slc1a6	Cytoplasmic	Helical	Discontinuously helical		True	True	True
O35565	Fgf10				True
O35566	Cd151	Cytoplasmic; Extracellular	Helical			True		True
O35595	Ptch2	Cytoplasmic; Extracellular	Helical			True		True
O35598	Adam10	Extracellular; Cytoplasmic	Helical		True	True		True
O35599	Opn1mw	Extracellular; Cytoplasmic	Helical			True		True
O35600	Abca4	Cytoplasmic; Extracellular	Helical			True		True
O35604	Npc1	Lumenal; Cytoplasmic	Helical		True	True		True
O35607	Bmpr2	Extracellular; Cytoplasmic	Helical		True	True		True
O35608	Angpt2				True
O35622	Fgf15				True
O35632	Hyal2				True
O35633	Slc32a1	Cytoplasmic; Lumenal, vesicle	Helical			True		True
O35657	Neu1				True
O35659	Glp1r	Extracellular; Cytoplasmic	Helical		True	True		True
O35664	Ifnar2	Extracellular; Cytoplasmic	Helical		True	True		True
O35674	Adam19	Extracellular; Cytoplasmic	Helical		True	True		True
O35681	Syt3	Vesicular; Cytoplasmic	Helical			True		True
O35696	St8sia2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O35701	Matn3				True
O35704	Sptlc1	Lumenal; Cytoplasmic	Helical			True		True
O35710	Noct								True	literature,targetP signal, mito protein domain	Matrix
O35714	Tnfrsf18	Extracellular; Cytoplasmic	Helical		True	True		True
O35744	Chil3				True
O35855	Bcat2								True	literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++	Matrix
O35874	Slc1a4	Cytoplasmic; Extracellular	Helical	Discontinuously helical		True	True	True
O35902	Dsg3	Extracellular; Cytoplasmic	Helical		True	True		True
O35903	Ccl25				True
O35930	Gp1ba	Extracellular; Cytoplasmic	Helical		True	True		True
O35943	Fxn								True	literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+	Matrix
O35945	Aldh1a7								True	yeast mito homolog+, mito protein domain, coexpression, MS/MS	unknown
O35949	Elovl3		Helical			True
O35975	Art2b				True
O35980	Nthl1								True	literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain	unknown
O35988	Sdc4	Extracellular; Cytoplasmic	Helical		True	True		True
O54689	Ccr6	Extracellular; Cytoplasmic	Helical			True		True
O54693	Eda	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O54707	Klrd1	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O54709	Klrk1	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O54732	Mmp15	Extracellular; Cytoplasmic	Helical		True	True		True
O54775	Ccn4				True
O54794	Aqp7	Cytoplasmic; Extracellular	Helical	Discontinuously helical		True	True	True
O54799	Nmbr	Extracellular; Cytoplasmic	Helical			True		True
O54803	P2rx6	Cytoplasmic; Extracellular	Helical			True		True
O54827	Atp10a	Cytoplasmic; Exoplasmic loop	Helical			True		True
O54851	Gjd2	Cytoplasmic; Extracellular	Helical			True		True
O54885	Tyrobp	Extracellular; Cytoplasmic	Helical		True	True		True
O54890	Itgb3	Extracellular; Cytoplasmic	Helical		True	True		True
O54901	Cd200	Extracellular; Cytoplasmic	Helical		True	True		True
O54904	B3galt1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O54905	B3galt2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O54907	Tnfsf12	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O54908	Dkk1				True
O54909	Rdh16		Helical			True
O54918	Bcl2l11								True	manual, targetP signal	MOM
O54942	Cldn5	Cytoplasmic; Extracellular	Helical			True		True
O54951	Sema6b	Extracellular; Cytoplasmic	Helical		True	True		True
O54957	Lat	Extracellular; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			True		True
O54965	Rnf13	Lumenal; Cytoplasmic	Helical		True	True		True
O54982	Kcnu1	Extracellular; Cytoplasmic	Helical; Helical; Voltage-sensor	Pore-forming		True	True	True
O54990	Prom1	Extracellular; Cytoplasmic	Helical		True	True		True
O54991	Cntnap1	Extracellular; Cytoplasmic	Helical		True	True		True
O54998	Fkbp7				True
O55003	Bnip3		Helical			True			True	literature, mito protein domain+, MS/MS	MOM
O55017	Cacna1b	Cytoplasmic; Extracellular	Helical			True		True
O55022	Pgrmc1	Lumenal; Cytoplasmic	Helical			True		True
O55026	Entpd2	Cytoplasmic; Extracellular	Helical			True		True
O55028	Bckdk								True	literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++	Matrix
O55038	Cxcl13				True
O55040	Nmur1	Extracellular; Cytoplasmic	Helical			True		True
O55070	Dnase1l3				True
O55100	Syngr1	Cytoplasmic; Lumenal	Helical			True		True
O55102	Bloc1s1								True	mito protein domain, coexpression++, MS/MS	unknown
O55111	Dsg2	Extracellular; Cytoplasmic	Helical		True	True		True
O55123	Mmp10				True
O55134	Pcdh12	Extracellular; Cytoplasmic	Helical		True	True		True
O55143	Atp2a2	Cytoplasmic; Lumenal	Helical			True		True
O55183	Stc1				True
O55186	Cd59a				True
O55188	Dmp1				True
O55192	Slc6a2	Cytoplasmic; Extracellular	Helical			True		True
O55225	Otog				True
O55233	Cer1				True
O55237	Cd70	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O55240	Rdh5	Lumenal; Cytoplasmic	Helical			True		True
O55241	Hcrt				True
O55242	Sigmar1	Lumenal; Cytoplasmic	Helical			True		True
O70131	Ninj1	Extracellular; Cytoplasmic	Helical			True		True
O70138	Mmp8				True
O70157	Top3a								True	APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain	Matrix
O70165	Fcn1				True
O70174	Chrna4	Extracellular; Cytoplasmic	Helical		True	True		True
O70176	Adcyap1				True
O70228	Atp9a	Cytoplasmic; Extracellular	Helical			True		True
O70252	Hmox2	Cytoplasmic	Helical; Anchor for type IV membrane protein			True		True
O70255	Mpzl2	Extracellular; Cytoplasmic	Helical		True	True		True
O70258	Sgce	Extracellular; Cytoplasmic	Helical			True		True
O70281	Tpst1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O70283	Wnt2b				True
O70309	Itgb5	Extracellular; Cytoplasmic	Helical		True	True		True
O70324	Slc16a2	Cytoplasmic; Extracellular	Helical			True		True
O70326	Grem1				True
O70337	Bik		Helical			True			True	manual, mito protein domain+	MOM
O70342	Npy5r	Extracellular; Cytoplasmic	Helical			True		True
O70355	Btnl2	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O70362	Gpld1				True
O70370	Ctss				True
O70394	Il27ra	Extracellular; Cytoplasmic	Helical		True	True		True
O70404	Vamp8	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
O70421	Fzd1	Extracellular; Cytoplasmic	Helical		True	True		True
O70423	Aoc3	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
O70439	Stx7	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
O70451	Slc16a7	Cytoplasmic; Extracellular	Helical			True		True
O70458	Osmr	Extracellular; Cytoplasmic	Helical		True	True		True
O70460	Ccl19				True
O70480	Vamp4	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
O70491	Stra6	Extracellular; Cytoplasmic	Helical	Helical		True	True	True
O70496	Clcn7	Cytoplasmic	Helical	Helical; Note=Loop between two helices		True	True	True
O70497	Fcn2				True
O70503	Hsd17b12		Helical			True
O70507	Hcn4	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		True	True	True
O70514	Fgfbp1				True
O70570	Pigr	Extracellular; Cytoplasmic	Helical		True	True		True
O70571	Pdk4								True	literature, targetP signal, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++	MIM
O70572	Smpd2		Helical			True
O70577	Slc22a2	Cytoplasmic; Extracellular	Helical			True		True
O70578	Cacng1	Cytoplasmic; Extracellular	Helical			True		True
O70579	Slc25a17	Cytoplasmic; Lumenal	Helical			True		True
O70622	Rtn2		Helical			True
O70624	Myoc				True
O88174	Cd46	Extracellular; Cytoplasmic	Helical		True	True		True
O88188	Ly86				True
O88199	Chst3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
O88207	Col5a1				True
O88273	Grem2				True
O88307	Sorl1	Lumenal; Cytoplasmic	Helical		True	True		True
O88310	Itln1				True
O88312	Agr2				True
O88319	Ntsr1	Extracellular; Cytoplasmic	Helical			True		True
O88322	Nid2				True
O88324	Cd83	Extracellular; Cytoplasmic	Helical		True	True		True
O88335	Kcnj1	Cytoplasmic; Extracellular	Helical	Helical; Pore-forming; Pore-forming		True	True	True
O88343	Slc4a4	Cytoplasmic; Extracellular	Helical; Discontinuously helical	Discontinuously helical		True	True	True
O88384	Vti1b	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
O88393	Tgfbr3	Extracellular; Cytoplasmic	Helical		True	True		True
O88410	Cxcr3	Extracellular; Cytoplasmic	Helical			True		True
O88427	Cacna1h	Cytoplasmic; Extracellular	Helical			True		True
O88444	Adcy1	Cytoplasmic	Helical			True		True
O88452	Stc2				True
O88454	Kcnk4	Cytoplasmic; Extracellular	Helical	Helical		True	True	True
O88455	Dhcr7		Helical			True
O88495	Gpr50	Extracellular; Cytoplasmic	Helical			True		True
O88507	Cntfr				True
O88516	Dll3	Extracellular; Cytoplasmic	Helical		True	True		True
O88531	Ppt1				True
O88536	Fpr2	Extracellular; Cytoplasmic	Helical			True		True
O88551	Cldn1	Cytoplasmic; Extracellular	Helical			True		True
O88552	Cldn2	Cytoplasmic; Extracellular	Helical			True		True
O88561	Slc27a3		Helical			True
O88572	Lrp6	Extracellular; Cytoplasmic	Helical		True	True		True
O88575	Slc6a20b	Cytoplasmic; Extracellular	Helical			True		True
