id	Topological domain	Transmembrane	Intramembrane	Signal peptide	has_signal	has_transmem	has_intramem	has_topo_dom
O00220	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00222	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00230					True	False	False	False
O00237		Helical			False	True	False	False
O00238	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00241	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00253					True	False	False	False
O00254	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00258	Lumenal; Cytoplasmic	Helical			False	True	False	True
O00264	Lumenal; Cytoplasmic	Helical			False	True	False	True
O00270	Extracellular; Cytoplasmic	Helical			False	True	False	True
O00292					True	False	False	False
O00299		Helical; Note=After insertion into the membrane			False	True	False	False
O00300					True	False	False	False
O00322	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00337	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00339					True	False	False	False
O00341	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00391		Helical			True	True	False	False
O00400	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00421	Extracellular; Cytoplasmic	Helical			False	True	False	True
O00445	Vesicular; Cytoplasmic	Helical			False	True	False	True
O00451					True	False	False	False
O00453		Helical			False	True	False	False
O00461	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O00462					True	False	False	False
O00468					True	False	False	False
O00469					True	False	False	False
O00476		Helical			False	True	False	False
O00478	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00481	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00483	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O00501	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00519	Cytoplasmic	Helical			False	True	True	True
O00526	Lumenal; Cytoplasmic	Helical			True	True	False	True
O00533	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00548	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00555	Cytoplasmic; Extracellular	Helical			False	True	False	True
O00559	Extracellular; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			False	True	False	True
O00574	Extracellular; Cytoplasmic	Helical			False	True	False	True
O00584					True	False	False	False
O00585					True	False	False	False
O00587	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O00590	Extracellular; Cytoplasmic	Helical			False	True	False	True
O00591	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00592	Extracellular; Cytoplasmic	Helical			True	True	False	True
O00602					True	False	False	False
O00622					True	False	False	False
O00623	Peroxisomal matrix; Cytoplasmic	Helical			False	True	False	True
O00624		Helical			False	True	False	False
O00626					True	False	False	False
O00631	Cytoplasmic; Lumenal	Helical			False	True	False	True
O00744					True	False	False	False
O00748					True	False	False	False
O00754					True	False	False	False
O00755					True	False	False	False
O00767	Cytoplasmic; Lumenal	Helical			False	True	False	True
O14493	Cytoplasmic; Extracellular	Helical			False	True	False	True
O14494	Cytoplasmic; Extracellular	Helical			False	True	False	True
O14495	Cytoplasmic; Extracellular	Helical			False	True	False	True
O14511	Extracellular; Cytoplasmic	Helical; Note=Internal signal sequence			False	True	False	True
O14514	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14520	Cytoplasmic; Extracellular	Helical	Discontinuously helical		False	True	True	True
O14521	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O14522	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14523	Lumenal; Cytoplasmic	Helical			False	True	False	True
O14524		Helical			True	True	False	False
O14525	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14548		Helical			False	True	False	False
O14569	Cytoplasmic; Lumenal	Helical			False	True	False	True
O14594					True	False	False	False
O14625					True	False	False	False
O14638	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O14649	Cytoplasmic	Helical	Pore-forming		False	True	True	True
O14653	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
O14656					True	False	False	False
O14657					True	False	False	False
O14662	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
O14669	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14672	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14678		Helical			False	True	False	False
O14681		Helical			False	True	False	False
O14684	Lumenal; Cytoplasmic	Helical			False	True	False	True
O14735	Cytoplasmic; Lumenal	Helical			False	True	False	True
O14756					True	False	False	False
O14763	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14764	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14773					True	False	False	False
O14786	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14788	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O14791					True	False	False	False
O14792					True	False	False	False
O14793					True	False	False	False
O14798					True	False	False	False
O14804	Extracellular; Cytoplasmic	Helical			False	True	False	True
O14817	Cytoplasmic; Extracellular	Helical			False	True	False	True
O14828	Cytoplasmic	Helical			False	True	False	True
O14836	Extracellular; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			False	True	False	True
O14842	Extracellular; Cytoplasmic	Helical			False	True	False	True
O14843	Extracellular; Cytoplasmic	Helical			False	True	False	True
O14863	Cytoplasmic; Lumenal	Helical			False	True	False	True
O14880	Mitochondrial intermembrane; Cytoplasmic	Helical			False	True	False	True
O14894	Cytoplasmic; Extracellular	Helical			False	True	False	True
O14904					True	False	False	False
O14905					True	False	False	False
O14917	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14925		Helical			False	True	False	False
O14931	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14944	Extracellular; Cytoplasmic	Helical			True	True	False	True
O14949	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O14957	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O14958					True	False	False	False
O14960					True	False	False	False
O14967	Lumenal; Cytoplasmic	Helical			True	True	False	True
O14975	Lumenal; Cytoplasmic	Helical			False	True	False	True
O14983		Helical			False	True	False	False
O15031	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15041					True	False	False	False
O15072					True	False	False	False
O15079		Helical			False	True	False	False
O15118	Lumenal; Cytoplasmic	Helical			True	True	False	True
O15120	Lumenal; Cytoplasmic	Helical			True	True	False	True
O15121		Helical			False	True	False	False
O15123					True	False	False	False
O15126	Cytoplasmic; Lumenal	Helical			False	True	False	True
O15127	Cytoplasmic; Lumenal	Helical			False	True	False	True
O15130					True	False	False	False
O15146	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15155	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
O15162	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15165	Lumenal; Cytoplasmic	Helical			False	True	False	True
O15173		Helical			False	True	False	False
O15197	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15204					True	False	False	False
O15218	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15229		Helical			False	True	False	False
O15230					True	False	False	False
O15232					True	False	False	False
O15239		Helical			False	True	False	False
O15240					True	False	False	False
O15243		Helical			False	True	False	False
O15244	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15245	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15247		Helical; Note=After insertion into the membrane			False	True	False	False
O15258		Helical			False	True	False	False
O15260		Helical			False	True	False	False
O15263					True	False	False	False
O15269	Lumenal; Cytoplasmic	Helical			False	True	False	True
O15270		Helical			False	True	False	False
O15303	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15342	Lumenal; Cytoplasmic	Helical			False	True	False	True
O15354	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15374	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15389	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15393	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O15394	Extracellular; Cytoplasmic	Helical			True	True	False	True
O15399	Extracellular; Cytoplasmic	Helical	Discontinuously helical		True	True	True	True
O15400	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
O15427	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15431	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15432	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15438	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15439	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15440		Helical			False	True	False	False
O15444					True	False	False	False
O15455	Lumenal; Cytoplasmic	Helical			True	True	False	True
O15460					True	False	False	False
O15466	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O15467					True	False	False	False
O15496					True	False	False	False
O15503	Cytoplasmic; Lumenal	Helical			False	True	False	True
O15520					True	False	False	False
O15529	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15533	Lumenal; Cytoplasmic	Helical			True	True	False	True
O15537					True	False	False	False
O15547	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15551	Cytoplasmic; Extracellular	Helical			False	True	False	True
O15552	Extracellular; Cytoplasmic	Helical			False	True	False	True
O15554		Helical	Pore-forming		False	True	True	False
O42043		Helical			False	True	False	False
O43155	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43157	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43169		Helical			False	True	False	False
O43173	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43184	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43193	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43194	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43240					True	False	False	False
O43278					True	False	False	False
O43280					True	False	False	False
O43286	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43291	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43292	Cytoplasmic; Lumenal	Helical			False	True	False	True
O43300	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43306	Cytoplasmic; Extracellular	Helical			False	True	False	True
O43315	Cytoplasmic; Extracellular	Helical	Discontinuously helical		False	True	True	True
O43323					True	False	False	False
O43405					True	False	False	False
O43424	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43451	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43462	Cytoplasmic; Lumenal	Helical			False	True	False	True
O43464		Helical			False	True	False	False
O43490	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43493	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43497	Cytoplasmic; Extracellular	Helical			False	True	False	True
O43505	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43506	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43508	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43511	Cytoplasmic; Extracellular	Helical			False	True	False	True
O43520	Cytoplasmic; Exoplasmic loop	Helical			False	True	False	True
O43525	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		False	True	True	True
O43526	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		False	True	True	True
O43529	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43556	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43557	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43561	Extracellular; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			False	True	False	True
O43567	Lumenal; Cytoplasmic	Helical			True	True	False	True
O43570	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43581	Vesicular; Cytoplasmic	Helical			False	True	False	True
O43603	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43612					True	False	False	False
O43613	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43614	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43653					True	False	False	False
O43674		Helical			False	True	False	False
O43676		Helical			False	True	False	False
O43688	Cytoplasmic; Lumenal	Helical			False	True	False	True
O43699	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43731	Lumenal; Cytoplasmic	Helical			False	True	False	True
O43749	Extracellular; Cytoplasmic	Helical			False	True	False	True
O43752	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
O43759	Cytoplasmic; Lumenal	Helical			False	True	False	True
O43760		Helical			False	True	False	False
O43761		Helical			False	True	False	False
O43772	Cytoplasmic; Mitochondrial matrix	Helical			False	True	False	True
O43808	Cytoplasmic; Lumenal	Helical			False	True	False	True
O43819	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O43820					True	False	False	False
O43825	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43826		Helical			False	True	False	False
O43827					True	False	False	False
O43847					True	False	False	False
O43852					True	False	False	False
O43854					True	False	False	False
O43861	Cytoplasmic; Extracellular	Helical			False	True	False	True
O43866					True	False	False	False
O43868		Helical			False	True	False	False
O43889	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43895					True	False	False	False
O43897					True	False	False	False
O43909	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43914	Extracellular; Cytoplasmic	Helical			True	True	False	True
O43915					True	False	False	False
O43916	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O43921					True	False	False	False
O43927					True	False	False	False
O60235	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60238		Helical			False	True	False	False
O60241	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60242	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60243	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60258					True	False	False	False
O60259					True	False	False	False
O60266	Cytoplasmic	Helical			False	True	False	True
O60312	Cytoplasmic; Exoplasmic loop	Helical			False	True	False	True
O60313	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	True	True
O60337	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60353	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60359		Helical			False	True	False	False
O60383					True	False	False	False
O60391	Extracellular; Cytoplasmic	Helical	Discontinuously helical		True	True	True	True
O60423	Cytoplasmic; Exoplasmic loop	Helical			False	True	False	True
O60427	Cytoplasmic; Lumenal	Helical			False	True	False	True
O60449	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60462	Extracellular; Cytoplasmic	Helical		Or 22	True	True	False	True
O60469	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60476	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60477					True	False	False	False
O60478	Lumenal; Cytoplasmic	Helical			False	True	False	True
O60486	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60487	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60488	Cytoplasmic	Helical; Signal-anchor for type III membrane protein			False	True	False	True
O60494					True	False	False	False
O60499	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
O60500	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60503	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60507	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60512	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60513	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60565					True	False	False	False
O60568					True	False	False	False
O60602	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60603	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60609					True	False	False	False
O60613					True	False	False	False
O60635	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60636	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60656		Helical			True	True	False	False
O60667	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60669	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60683	Peroxisomal matrix; Cytoplasmic	Helical			False	True	False	True
O60687					True	False	False	False
O60704	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60706	Extracellular; Cytoplasmic	Helical			False	True	False	True
O60721	Extracellular; Cytoplasmic	Helical		Not cleaved	True	True	False	True
O60725	Cytoplasmic; Lumenal	Helical			False	True	False	True
O60733		Helical			False	True	False	False
O60741	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		False	True	True	True
O60755	Extracellular; Cytoplasmic	Helical			False	True	False	True
O60779	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60830		Helical			False	True	False	False
O60831	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60840	Cytoplasmic; Extracellular	Helical			False	True	False	True
O60844					True	False	False	False
O60858		Helical			False	True	False	False
O60882					True	False	False	False
O60883	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60888					True	False	False	False
O60894	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60895	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60896	Extracellular; Cytoplasmic	Helical			True	True	False	True
O60906		Helical			False	True	False	False
O60909	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O60911					True	False	False	False
O60928	Cytoplasmic; Extracellular	Helical	Helical; Pore-forming		False	True	True	True
O60931	Lumenal; Cytoplasmic	Helical			True	True	False	True
O60938					True	False	False	False
O60939	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75015					True	False	False	False
O75019	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75022	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75023	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75027	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O75051	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75054	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75056	Extracellular; Cytoplasmic	Helical			False	True	False	True
O75063	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75069		Helical			False	True	False	False
O75072	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75074	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75077	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75078	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75084	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75093					True	False	False	False
O75094					True	False	False	False
O75096	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75106	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75110	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75121	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75129	Lumenal; Cytoplasmic	Helical			True	True	False	True
O75144	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75173					True	False	False	False
O75185	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75192	Cytoplasmic; Lumenal	Helical			False	True	False	True
O75197	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75204		Helical			False	True	False	False
O75298		Helical			False	True	False	False
O75309	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75311	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75324	Mitochondrial intermembrane; Cytoplasmic	Helical			False	True	False	True
O75326					True	False	False	False
O75339					True	False	False	False
O75354	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75355	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75356					True	False	False	False
O75379	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
O75381	Peroxisomal matrix; Cytoplasmic	Helical			False	True	False	True
O75387		Helical			False	True	False	False
O75396	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
O75425		Helical			False	True	False	False
O75427		Helical			False	True	False	False
O75438		Helical			False	True	False	False
O75443					True	False	False	False
O75445	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75452		Helical			False	True	False	False
O75460	Lumenal; Cytoplasmic	Helical			True	True	False	True
O75462					True	False	False	False
O75473	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75477	Cytoplasmic; Lumenal	Helical			False	True	False	True
O75487					True	False	False	False
O75503	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75508	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75509	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75556					True	False	False	False
O75578	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75581	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75594					True	False	False	False
O75610					True	False	False	False
O75629					True	False	False	False
O75631	Lumenal; Cytoplasmic	Helical			True	True	False	True
O75636					True	False	False	False
O75712	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75718					True	False	False	False
O75746	Mitochondrial intermembrane; Mitochondrial matrix	Helical			False	True	False	True
O75751		Helical			False	True	False	False
O75752	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75762	Cytoplasmic; Extracellular	Helical	Pore-forming		False	True	True	True
O75783		Helical			False	True	False	False
O75787	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75795		Helical			True	True	False	False
O75807	Cytoplasmic		Helical		False	False	True	True
O75829		Helical			False	True	False	False
O75841	Cytoplasmic; Extracellular	Helical			False	True	False	True
O75844	Lumenal; Nuclear	Helical			False	True	False	True
O75845		Helical			False	True	False	False
O75871	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75880	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
O75881		Helical			False	True	False	False
O75882	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75899	Extracellular; Cytoplasmic	Helical			True	True	False	True
O75900	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O75907	Cytoplasmic; Lumenal	Helical			False	True	False	True
O75908	Cytoplasmic; Lumenal	Helical			False	True	False	True
O75911		Helical			False	True	False	False
O75915	Cytoplasmic	Helical			False	True	False	True
O75923	Cytoplasmic; Extracellular	Helical; Anchor for type IV membrane protein			False	True	False	True
O75951					True	False	False	False
O75976	Extracellular; Cytoplasmic	Helical			True	True	False	True
O76024	Lumenal	Helical			False	True	False	True
O76036	Extracellular; Cytoplasmic	Helical			True	True	False	True
O76061					True	False	False	False
O76062		Helical			False	True	False	False
O76076					True	False	False	False
O76082	Cytoplasmic; Extracellular	Helical			False	True	False	True
O76090	Cytoplasmic; Extracellular	Helical			False	True	False	True
O76093					True	False	False	False
O76095	Extracellular; Cytoplasmic	Helical			True	True	False	True
O76096					True	False	False	False
O94759	Cytoplasmic; Extracellular	Helical	Pore-forming		False	True	True	True
O94766	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
O94769					True	False	False	False
O94777		Helical			False	True	False	False
O94778	Cytoplasmic; Extracellular	Helical			False	True	False	True
O94779					True	False	False	False
O94813					True	False	False	False
O94823	Cytoplasmic; Exoplasmic loop	Helical			False	True	False	True
O94826	Mitochondrial intermembrane; Cytoplasmic	Helical			False	True	False	True
O94856	Extracellular; Cytoplasmic	Helical			True	True	False	True
O94876	Cytoplasmic	Helical			False	True	False	True
O94886	Extracellular; Cytoplasmic	Helical			False	True	False	True
O94898	Extracellular; Cytoplasmic	Helical			True	True	False	True
